age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
39,5,192626,8.0,9,5,4,1,4,1,0,0,50,38,0.0
55,3,115439,9.0,10,2,9,0,4,1,0,0,40,38,1.0
27,3,98769,10.0,11,4,2,4,4,1,0,0,40,38,1.0
29,3,66473,9.0,10,4,4,4,4,1,0,0,50,38,0.0
41,5,138077,13.0,14,2,3,5,4,0,0,0,10,38,1.0
30,1,339388,9.0,10,2,12,0,4,1,0,0,72,38,1.0
28,3,195520,10.0,11,4,0,2,4,1,0,0,40,20,0.0
68,3,204680,8.0,9,2,3,0,4,1,0,0,37,38,0.0
55,3,184948,8.0,9,2,3,0,4,1,0,0,40,38,0.0
37,3,356231,5.0,6,2,6,0,2,1,0,2129,65,38,0.0
55,3,204334,15.0,15,2,3,0,4,1,0,1977,55,8,1.0
60,4,96660,8.0,9,2,0,5,4,0,0,0,8,38,1.0
44,3,184871,13.0,14,2,9,0,4,1,0,0,40,38,0.0
45,3,298950,8.0,9,2,6,0,4,1,0,0,40,38,0.0
37,3,238802,8.0,9,0,12,1,4,1,0,0,40,38,0.0
58,8,242670,9.0,10,2,14,5,4,0,0,0,20,38,0.0
47,3,183186,12.0,13,2,3,0,4,1,0,0,60,38,1.0
18,3,34125,6.0,7,4,7,3,4,0,0,0,10,38,0.0
23,3,158996,9.0,10,2,5,0,4,1,0,0,38,38,0.0
35,1,203883,9.0,10,0,12,4,4,0,0,0,40,38,0.0
61,4,248160,5.0,6,2,3,0,4,1,7688,0,40,38,1.0
54,3,548361,9.0,10,2,11,0,4,1,0,0,98,38,0.0
21,3,203914,8.0,9,2,0,5,4,0,0,0,19,38,0.0
53,6,91121,13.0,14,4,0,1,4,0,0,0,40,38,0.0
46,5,139397,5.0,6,5,3,4,4,0,0,0,15,6,0.0
56,3,208640,13.0,14,2,3,0,4,1,0,0,40,38,1.0
46,3,183013,12.0,13,0,2,1,4,1,0,0,50,38,0.0
36,3,161141,8.0,9,2,6,0,4,1,0,0,40,38,0.0
54,3,343333,12.0,13,6,0,1,4,0,0,0,80,38,1.0
35,6,210866,8.0,9,2,7,0,4,1,0,0,40,38,0.0
26,3,359854,12.0,13,4,8,2,4,0,0,0,35,25,0.0
49,4,235646,8.0,9,4,2,1,4,1,0,0,47,38,0.0
60,5,157588,8.0,9,0,0,4,4,0,0,0,99,38,0.0
55,3,200734,8.0,9,5,7,4,2,0,0,0,40,41,0.0
21,3,212213,11.0,12,4,0,1,2,0,0,0,40,38,0.0
38,3,248941,9.0,10,2,12,0,4,1,0,0,40,38,1.0
41,1,291831,13.0,14,2,9,0,4,1,0,0,35,38,0.0
43,6,114191,9.0,10,2,10,0,1,1,0,0,40,38,0.0
54,4,151580,12.0,13,2,12,0,4,1,0,0,40,38,1.0
46,3,331498,14.0,16,4,7,3,4,1,0,0,40,41,0.0
20,3,139989,9.0,10,4,0,3,2,1,0,0,40,38,0.0
35,3,187167,9.0,10,0,0,1,4,0,0,0,50,38,0.0
24,3,299528,9.0,10,4,11,1,1,0,0,0,50,35,0.0
41,3,226608,1.0,2,2,6,0,4,1,0,0,40,25,0.0
36,3,306361,8.0,9,4,7,4,2,1,0,0,40,38,0.0
40,5,213416,2.0,3,2,4,0,4,1,0,0,10,25,0.0
23,3,85139,8.0,9,4,0,1,4,0,0,0,40,38,0.0
37,3,48779,8.0,9,4,3,1,4,1,0,0,50,38,0.0
71,4,146365,9.0,10,6,3,1,4,0,0,0,24,38,0.0
36,3,355856,2.0,3,4,7,1,1,1,0,0,40,2,0.0
51,3,39264,9.0,10,2,3,5,4,0,0,0,40,38,1.0
30,3,117028,8.0,9,4,3,1,4,1,0,0,50,38,0.0
40,3,266631,8.0,9,2,2,0,2,1,0,0,40,13,0.0
26,3,152263,8.0,9,4,0,3,4,0,0,0,45,38,0.0
49,3,387074,9.0,10,2,11,0,4,1,0,0,40,38,0.0
30,3,245211,8.0,9,2,6,0,4,1,0,2002,43,38,0.0
48,3,136455,9.0,10,0,11,1,4,0,0,0,16,38,0.0
53,6,153486,12.0,13,2,12,0,4,1,0,0,40,38,1.0
31,3,105479,12.0,13,2,11,0,4,1,0,0,50,38,1.0
40,3,409902,8.0,9,4,6,3,2,0,0,0,40,38,0.0
21,8,133515,11.0,12,4,14,3,4,0,594,0,40,38,0.0
38,3,89202,8.0,9,0,2,1,4,1,0,0,40,38,0.0
37,8,185692,5.0,6,2,14,0,4,1,0,0,84,38,0.0
34,3,157024,5.0,6,4,7,4,2,0,0,0,20,38,0.0
53,3,230936,12.0,13,2,11,0,4,1,0,0,40,38,1.0
21,3,57298,9.0,10,4,11,3,4,0,0,0,35,38,0.0
26,3,82488,13.0,14,4,9,3,1,0,0,0,40,29,1.0
29,3,606111,12.0,13,0,3,1,4,0,0,0,40,38,0.0
44,3,235182,9.0,10,2,2,0,4,1,0,0,50,38,1.0
22,3,150336,9.0,10,0,12,2,4,0,0,0,40,38,0.0
43,0,145175,12.0,13,2,0,0,4,1,0,0,42,38,1.0
39,3,186719,9.0,10,5,2,4,4,0,0,0,25,38,0.0
38,1,325538,8.0,9,0,2,1,4,1,0,0,40,38,0.0
67,3,192995,8.0,9,6,3,1,4,0,0,0,35,38,0.0
31,3,103596,8.0,9,2,13,0,4,1,0,0,65,38,0.0
30,3,207172,6.0,7,4,10,1,4,0,0,0,35,38,0.0
53,5,237729,8.0,9,2,9,5,4,0,3411,0,65,38,0.0
44,3,121718,12.0,13,2,3,0,4,1,15024,0,48,38,1.0
43,3,196344,2.0,3,2,7,0,4,1,0,0,40,25,0.0
22,3,100235,8.0,9,4,5,3,4,1,0,0,40,38,0.0
31,3,161153,8.0,9,2,6,0,4,1,0,0,45,38,0.0
44,3,303619,6.0,7,0,2,1,4,1,0,0,40,38,0.0
88,5,141646,3.0,4,6,4,1,4,1,0,0,5,38,0.0
21,3,293726,8.0,9,4,11,1,4,1,0,0,60,38,0.0
31,3,190772,12.0,13,4,3,3,4,0,0,1590,35,41,0.0
35,1,91124,12.0,13,4,3,1,4,1,0,0,40,38,0.0
30,3,318912,12.0,13,4,7,3,2,1,0,0,55,38,0.0
48,3,355978,8.0,9,2,12,0,4,1,0,0,40,38,0.0
68,8,81468,8.0,9,6,14,4,4,0,0,0,16,38,0.0
64,3,183672,10.0,11,2,0,0,4,1,0,0,50,38,0.0
49,3,140826,13.0,14,2,3,0,1,1,99999,0,50,41,1.0
44,3,146659,14.0,16,2,9,0,4,1,0,0,50,38,0.0
18,3,294720,6.0,7,4,7,3,4,1,0,0,12,38,0.0
34,3,284629,8.0,9,2,6,0,4,1,0,0,40,38,0.0
29,1,128091,8.0,9,4,13,4,4,0,0,0,40,38,0.0
23,3,153643,8.0,9,4,6,2,2,1,0,0,40,38,0.0
36,4,173968,9.0,10,2,3,0,4,1,0,0,40,38,1.0
29,8,168479,12.0,13,4,14,1,4,1,0,0,40,38,0.0
34,3,303177,5.0,6,2,13,0,4,1,0,0,45,25,0.0
27,5,189030,12.0,13,4,11,1,4,1,0,0,40,38,0.0
57,1,261584,9.0,10,5,7,1,2,0,0,0,40,38,0.0
24,3,131230,8.0,9,4,0,1,4,1,0,0,40,38,0.0
54,3,138852,9.0,10,2,0,0,4,1,0,0,60,38,0.0
18,3,137532,9.0,10,4,11,3,4,0,0,0,20,38,0.0
25,3,67222,9.0,10,4,6,1,1,1,0,0,40,29,0.0
28,3,278736,9.0,10,2,6,0,4,1,0,0,40,25,0.0
87,3,143574,8.0,9,3,11,1,4,1,0,0,16,38,0.0
54,3,283725,13.0,14,0,11,1,4,0,0,0,40,38,0.0
21,3,131404,8.0,9,4,7,2,4,1,0,0,25,38,0.0
43,3,185015,2.0,3,3,8,2,4,0,0,0,40,7,0.0
43,0,47902,8.0,9,2,0,0,4,1,3908,0,40,38,0.0
38,3,272017,8.0,9,4,6,1,4,1,0,0,40,38,0.0
46,3,224559,8.0,9,2,2,0,2,1,0,0,35,38,0.0
65,3,138247,9.0,10,6,11,1,4,0,0,0,22,38,0.0
39,3,365465,8.0,9,2,2,0,4,1,0,0,40,38,0.0
60,5,69887,9.0,10,2,4,0,4,1,0,0,50,38,1.0
30,3,203488,12.0,13,4,11,1,4,1,0,0,60,38,0.0
39,3,57691,8.0,9,2,5,0,4,1,7298,0,40,38,1.0
35,3,193815,12.0,13,2,9,0,4,1,0,1977,48,38,1.0
31,5,37284,9.0,10,2,4,0,4,1,0,0,40,38,0.0
39,3,317434,8.0,9,4,3,3,4,1,0,0,40,38,0.0
33,3,198613,8.0,9,2,2,0,4,1,0,0,40,38,0.0
27,3,126060,15.0,15,4,9,2,4,0,0,0,40,38,0.0
31,3,187560,9.0,10,2,0,0,4,1,0,0,40,38,0.0
77,8,331863,9.0,10,5,14,1,4,1,0,0,2,38,0.0
40,6,52498,11.0,12,0,0,4,4,0,0,0,40,38,0.0
58,0,256466,13.0,14,2,12,0,1,1,7688,0,40,2,1.0
37,1,215618,10.0,11,2,10,0,4,1,0,0,80,38,1.0
39,3,150057,5.0,6,5,6,3,4,1,0,0,40,38,0.0
30,3,213714,9.0,10,4,3,1,4,0,0,0,40,38,0.0
20,3,173095,9.0,10,4,11,3,4,0,0,0,4,38,0.0
36,8,143774,8.0,9,0,14,2,4,0,0,0,40,38,0.0
30,3,277488,8.0,9,2,2,0,4,1,0,0,60,38,0.0
39,3,240468,8.0,9,4,3,1,4,1,0,0,42,38,0.0
43,3,197609,9.0,10,0,7,1,4,0,0,0,30,38,0.0
25,3,72294,8.0,9,4,0,3,4,0,0,0,40,38,0.0
42,3,219155,10.0,11,2,2,0,4,1,0,0,45,38,1.0
38,3,130277,9.0,10,0,12,4,4,0,0,1726,40,38,0.0
67,3,100718,8.0,9,2,5,0,4,1,0,0,30,38,0.0
57,3,151474,8.0,9,0,5,2,4,0,0,0,40,38,0.0
21,3,209955,9.0,10,4,2,3,4,1,0,0,20,38,0.0
35,3,23892,8.0,9,2,3,5,4,0,0,0,40,38,1.0
40,3,206927,8.0,9,2,2,0,4,1,0,1887,40,38,1.0
35,3,60135,5.0,6,2,7,5,4,0,0,0,40,38,0.0
74,8,95630,4.0,5,2,14,0,4,1,0,0,10,38,0.0
19,3,229516,3.0,4,4,6,2,4,1,0,0,40,38,0.0
36,5,127740,8.0,9,2,3,0,4,1,0,0,99,38,0.0
39,6,252662,14.0,16,4,9,1,4,1,0,2824,50,38,1.0
17,8,171080,7.0,8,4,14,3,4,1,0,0,40,38,0.0
47,8,118358,8.0,9,4,14,2,4,0,0,0,50,41,0.0
32,3,160594,12.0,13,4,11,1,4,1,0,1564,50,38,1.0
32,1,393376,12.0,13,4,10,1,4,0,0,0,48,38,0.0
51,0,321494,8.0,9,4,7,1,4,1,0,0,40,38,0.0
48,8,289517,9.0,10,4,14,1,4,1,0,0,35,38,0.0
38,3,331395,12.0,13,2,11,0,4,1,0,0,38,38,0.0
19,8,199609,9.0,10,4,14,3,4,0,0,0,20,38,0.0
52,3,178596,13.0,14,2,2,0,4,1,0,0,45,38,1.0
21,3,198996,9.0,10,4,6,3,4,0,0,0,30,38,0.0
33,3,222654,8.0,9,0,2,2,4,1,0,0,40,38,0.0
18,3,293510,7.0,8,4,5,2,4,1,0,0,20,38,0.0
32,5,176185,12.0,13,2,12,0,4,1,7298,0,40,23,1.0
28,3,370509,8.0,9,2,2,0,4,1,0,0,44,38,1.0
45,3,167381,8.0,9,0,11,4,4,0,0,0,32,38,0.0
21,3,300445,8.0,9,4,7,3,2,0,0,0,40,38,0.0
24,3,339602,9.0,10,4,0,1,4,0,0,0,40,38,0.0
53,3,329222,12.0,13,2,2,0,1,1,0,1740,40,24,0.0
54,5,183668,2.0,3,2,4,0,4,1,0,0,55,38,0.0
28,3,30014,9.0,10,4,0,1,4,0,0,0,40,38,0.0
20,8,120820,9.0,10,4,14,3,4,0,0,0,30,38,0.0
23,3,33021,8.0,9,2,6,0,4,1,0,0,40,38,0.0
33,6,295662,12.0,13,4,0,4,4,0,0,0,40,38,0.0
45,3,183168,9.0,10,2,12,5,4,0,0,0,40,38,0.0
47,5,148738,3.0,4,2,4,0,4,1,0,0,72,38,1.0
35,3,214738,8.0,9,2,2,0,4,1,0,0,48,38,0.0
20,3,196758,11.0,12,4,11,3,4,0,0,0,20,38,0.0
35,0,105527,8.0,9,0,3,4,4,0,0,0,40,38,0.0
50,3,221495,12.0,13,2,11,0,4,1,0,0,40,38,0.0
40,3,211938,5.0,6,4,13,1,4,1,0,0,40,38,0.0
50,3,209320,5.0,6,2,4,0,4,1,0,0,32,38,0.0
33,3,298785,4.0,5,0,2,1,4,1,0,0,50,38,0.0
37,3,459192,12.0,13,4,11,1,4,0,0,0,44,38,0.0
37,3,342642,9.0,10,2,2,0,4,1,0,0,40,38,1.0
25,5,46015,8.0,9,2,11,0,4,1,0,0,50,38,0.0
17,3,219199,5.0,6,4,7,3,2,1,0,0,15,38,0.0
49,5,285858,8.0,9,2,3,0,4,1,0,0,50,38,0.0
66,3,592029,8.0,9,6,11,1,2,0,0,0,24,38,0.0
24,3,132247,8.0,9,2,7,5,4,0,0,0,24,38,0.0
50,3,330543,0.0,1,2,7,0,4,1,0,0,40,25,0.0
56,3,176613,12.0,13,0,9,1,1,0,0,0,40,29,0.0
68,3,174895,8.0,9,2,7,0,4,1,0,0,40,38,0.0
65,3,200408,8.0,9,0,0,1,4,0,0,0,40,38,0.0
67,3,219687,9.0,10,6,11,1,4,1,0,0,18,38,0.0
17,3,174466,6.0,7,4,7,3,4,1,0,0,18,38,0.0
27,3,339921,9.0,10,4,7,1,4,1,0,0,38,25,0.0
47,1,330080,6.0,7,3,2,1,2,1,0,0,40,38,0.0
40,3,151504,8.0,9,2,13,0,4,1,0,0,50,38,0.0
39,6,275300,8.0,9,2,2,0,4,1,0,0,40,25,0.0
36,3,178322,8.0,9,0,13,4,4,1,0,0,40,38,0.0
49,6,209482,8.0,9,6,3,1,4,0,0,0,40,38,0.0
59,3,157831,8.0,9,0,0,1,4,0,0,0,16,38,0.0
46,3,224314,12.0,13,6,3,4,4,0,0,0,20,38,0.0
71,8,144461,12.0,13,2,14,0,4,1,3456,0,16,38,0.0
42,5,114580,13.0,14,0,3,4,4,0,0,0,70,38,0.0
46,4,321764,15.0,15,2,9,0,4,1,0,0,50,38,1.0
41,3,197907,8.0,9,4,12,1,2,0,0,0,40,38,0.0
20,6,199884,9.0,10,4,7,3,4,0,0,0,10,38,0.0
30,3,332975,6.0,7,2,6,0,4,1,0,0,55,38,0.0
29,3,37599,9.0,10,0,0,1,4,1,0,0,36,38,0.0
28,3,52199,12.0,13,4,7,1,4,1,0,0,50,38,0.0
61,5,45795,8.0,9,2,0,5,4,0,0,0,36,38,0.0
30,3,154120,12.0,13,2,3,0,4,1,0,1977,60,38,1.0
27,3,217530,9.0,10,4,12,3,4,1,0,0,40,7,0.0
58,5,426263,9.0,10,2,9,0,4,1,0,0,32,38,0.0
37,3,406664,3.0,4,2,2,0,4,1,0,0,45,25,0.0
24,3,269799,10.0,11,4,3,1,4,1,0,0,40,38,0.0
48,3,127738,4.0,5,0,13,1,4,1,0,0,40,38,0.0
24,3,330724,12.0,13,4,9,1,1,1,0,0,16,41,0.0
47,3,138999,4.0,5,2,2,0,4,1,4386,0,48,38,1.0
33,3,152744,9.0,10,4,3,3,1,0,0,0,40,38,0.0
26,3,155459,12.0,13,4,10,2,4,1,0,0,45,38,0.0
43,3,222596,12.0,13,2,3,0,4,1,15024,0,50,38,1.0
29,3,209173,11.0,12,4,11,1,4,1,0,0,40,38,0.0
33,3,513977,9.0,10,2,12,0,2,1,0,0,40,38,0.0
45,3,186410,8.0,9,2,13,0,4,1,0,0,40,38,1.0
44,3,230684,8.0,9,2,9,0,4,1,0,0,40,38,0.0
44,3,136986,9.0,10,0,0,1,4,1,0,0,40,38,0.0
34,6,647591,8.0,9,4,7,1,2,0,0,0,40,38,0.0
25,3,264300,10.0,11,4,9,3,4,0,0,0,36,38,0.0
59,3,95967,15.0,15,2,3,0,2,1,0,0,40,41,0.0
33,3,187802,12.0,13,2,0,5,4,0,0,1887,40,38,1.0
45,4,270079,12.0,13,2,3,0,4,1,0,0,50,38,1.0
58,3,141379,8.0,9,0,0,1,4,0,0,0,42,38,0.0
18,3,176653,8.0,9,4,5,3,4,1,0,0,26,38,0.0
35,3,176900,10.0,11,0,2,1,4,1,0,0,40,38,0.0
55,3,200217,5.0,6,2,2,0,4,1,0,0,40,38,1.0
43,3,188331,6.0,7,5,11,4,4,0,0,0,40,38,0.0
36,3,158363,7.0,8,2,6,0,4,1,0,0,40,38,0.0
42,5,247422,12.0,13,2,3,0,4,1,0,0,45,38,1.0
45,3,247120,8.0,9,2,13,2,4,0,0,0,50,41,0.0
20,1,37932,9.0,10,4,5,1,4,1,0,0,40,38,0.0
27,5,32280,8.0,9,2,4,0,4,1,0,0,40,38,0.0
23,3,197286,9.0,10,4,11,3,4,0,0,0,8,38,0.0
55,3,228595,2.0,3,2,7,0,4,1,0,0,40,38,0.0
51,3,81534,6.0,7,4,7,2,1,1,0,0,35,38,0.0
17,3,165457,5.0,6,4,7,3,4,1,0,0,16,38,0.0
28,3,209109,8.0,9,4,2,3,4,1,0,0,50,38,0.0
31,3,141817,12.0,13,2,7,0,4,1,0,0,40,41,0.0
66,8,249043,6.0,7,2,14,0,4,1,0,0,40,38,1.0
61,5,185640,8.0,9,2,3,0,4,1,0,0,30,38,1.0
19,3,400195,8.0,9,4,7,3,4,1,0,0,20,38,0.0
28,3,267912,9.0,10,5,0,1,4,1,0,0,40,38,0.0
39,3,370032,13.0,14,2,9,0,4,1,0,0,45,38,0.0
34,3,191957,8.0,9,2,0,0,2,1,0,0,40,38,1.0
53,3,361405,8.0,9,2,9,0,4,1,0,0,40,38,1.0
54,3,103580,12.0,13,0,9,1,4,0,0,0,40,38,0.0
44,3,116632,12.0,13,2,3,0,4,1,0,0,35,38,1.0
34,3,185480,11.0,12,4,0,3,4,0,0,0,40,38,0.0
41,3,94113,8.0,9,2,2,0,4,1,99999,0,60,38,1.0
26,5,75654,8.0,9,2,3,0,4,1,0,0,40,11,0.0
38,3,104727,13.0,14,4,0,1,4,0,0,0,40,38,0.0
28,3,302406,15.0,15,4,9,1,4,1,0,0,45,38,0.0
63,3,116993,8.0,9,2,6,0,4,1,0,0,40,38,1.0
51,3,274528,9.0,10,2,11,0,4,1,0,0,40,38,0.0
53,0,218382,11.0,12,2,0,5,2,0,0,0,40,38,1.0
35,0,170425,11.0,12,0,9,4,2,0,0,0,40,38,0.0
49,4,148437,12.0,13,4,11,1,4,1,0,0,60,38,0.0
43,3,24264,9.0,10,2,9,0,4,1,0,0,40,38,1.0
50,6,78923,8.0,9,2,2,0,4,1,0,1485,40,38,1.0
49,4,106169,9.0,10,0,11,1,4,0,0,0,40,38,0.0
43,1,211860,8.0,9,2,2,0,4,1,0,0,40,38,1.0
49,3,250821,15.0,15,4,4,2,4,1,0,0,48,38,0.0
29,3,202558,10.0,11,2,12,2,4,0,0,0,40,38,0.0
30,3,96480,10.0,11,4,0,3,4,0,0,0,32,38,0.0
32,3,215912,8.0,9,2,7,5,2,0,0,0,40,38,0.0
51,4,182211,9.0,10,0,11,3,4,0,0,0,70,38,0.0
33,0,206392,8.0,9,2,9,0,4,1,0,0,40,38,0.0
38,3,150057,12.0,13,0,11,3,4,1,0,0,50,38,0.0
38,4,105044,8.0,9,0,2,1,4,1,0,0,40,38,0.0
45,3,168195,8.0,9,2,13,0,4,1,0,0,42,38,0.0
18,0,54377,8.0,9,4,5,3,4,1,0,0,50,38,0.0
69,5,118174,11.0,12,2,11,0,4,1,20051,0,15,38,1.0
54,3,229375,9.0,10,6,11,4,4,0,0,0,40,38,0.0
44,0,109414,12.0,13,2,0,0,1,1,0,1977,40,29,1.0
40,3,158275,8.0,9,0,0,4,2,0,0,625,40,38,0.0
40,3,32185,8.0,9,4,5,3,4,1,0,0,44,38,0.0
20,3,228452,9.0,10,4,11,1,4,1,0,0,50,38,0.0
36,3,170174,8.0,9,2,2,0,4,1,15024,0,56,38,1.0
39,3,162370,12.0,13,2,3,0,4,1,0,0,40,38,1.0
18,3,260253,6.0,7,4,7,3,4,1,0,0,40,38,0.0
42,3,252392,8.0,9,2,13,0,4,1,0,0,40,38,0.0
27,3,99897,9.0,10,2,2,0,4,1,0,0,50,38,0.0
22,8,52596,9.0,10,4,14,3,4,1,0,0,15,41,1.0
38,3,48093,8.0,9,2,6,0,4,1,0,0,40,38,0.0
24,3,275244,9.0,10,4,3,1,2,1,0,0,35,38,0.0
41,3,173316,8.0,9,2,6,0,4,1,0,0,40,38,0.0
20,3,162164,9.0,10,4,8,3,4,0,0,0,45,38,0.0
62,3,166425,6.0,7,0,6,1,2,0,0,0,40,38,0.0
31,3,203463,13.0,14,4,3,1,4,0,99999,0,40,38,1.0
35,3,77792,8.0,9,2,3,0,4,1,0,0,45,38,1.0
58,4,120384,8.0,9,2,3,0,4,1,0,0,40,38,1.0
20,3,257470,9.0,10,4,11,3,2,0,0,0,20,38,0.0
38,3,171482,8.0,9,2,2,0,4,1,0,1672,50,38,0.0
29,3,162298,12.0,13,2,11,0,4,1,0,0,55,38,1.0
21,3,170273,9.0,10,4,9,3,2,0,0,0,40,38,0.0
27,3,384774,3.0,4,0,12,1,4,0,0,0,50,38,0.0
48,6,120131,12.0,13,0,9,1,4,1,0,0,40,38,0.0
34,3,159442,8.0,9,4,9,1,4,0,0,0,37,20,1.0
33,3,303942,4.0,5,2,6,0,4,1,0,0,40,38,0.0
29,3,33436,8.0,9,4,11,4,4,0,0,0,42,38,0.0
45,3,193407,10.0,11,0,11,1,4,0,0,0,44,38,0.0
22,3,51985,9.0,10,4,7,3,4,1,1055,0,15,38,0.0
31,1,127651,9.0,10,2,7,0,4,1,0,0,40,38,0.0
25,3,152246,9.0,10,4,5,3,1,1,0,0,40,27,0.0
59,3,124137,8.0,9,0,11,1,4,1,2202,0,40,38,0.0
18,8,209735,9.0,10,4,14,3,4,0,0,0,30,38,0.0
18,3,241552,6.0,7,4,7,3,4,0,0,1719,20,38,0.0
42,3,174295,3.0,4,2,5,0,4,1,0,0,99,38,0.0
42,5,165815,12.0,13,2,9,0,4,1,0,0,52,38,1.0
26,1,566066,12.0,13,4,10,4,2,0,0,0,40,38,0.0
18,8,269373,7.0,8,4,14,3,4,0,0,0,20,38,0.0
20,3,143604,8.0,9,4,7,3,4,0,0,0,40,38,0.0
18,1,294605,9.0,10,4,3,3,4,1,0,0,12,38,0.0
44,3,122381,9.0,10,2,7,0,4,1,0,0,40,38,0.0
76,1,104443,8.0,9,6,7,1,4,0,0,1668,40,38,0.0
34,3,208116,8.0,9,4,7,1,2,0,0,0,25,38,0.0
60,4,328011,9.0,10,2,2,0,4,1,0,0,20,38,0.0
19,3,375079,9.0,10,4,7,3,4,1,0,0,35,38,0.0
35,3,210945,8.0,9,2,12,0,4,1,7298,0,38,38,1.0
26,3,169100,8.0,9,0,6,1,4,1,0,0,40,38,0.0
41,3,30126,12.0,13,0,3,1,4,0,0,0,45,38,1.0
29,3,165737,12.0,13,4,9,1,1,1,0,0,1,23,0.0
24,3,200295,9.0,10,4,7,1,4,1,0,0,35,38,0.0
39,3,553588,8.0,9,2,2,0,4,1,0,1848,40,38,1.0
58,1,164970,8.0,9,0,0,1,2,1,0,0,40,38,0.0
40,3,199031,8.0,9,2,6,0,4,1,0,0,40,25,0.0
29,3,187750,11.0,12,2,12,0,4,1,0,0,40,38,1.0
44,5,89413,12.0,13,2,4,0,4,1,0,0,50,38,0.0
27,3,188171,8.0,9,4,5,3,4,1,0,0,40,38,0.0
52,4,392502,12.0,13,2,3,0,4,1,0,0,60,38,0.0
40,0,73883,8.0,9,2,11,0,4,1,0,0,40,38,0.0
59,4,76860,2.0,3,2,3,0,1,1,99999,0,40,2,1.0
19,3,376683,8.0,9,4,11,3,2,0,0,0,35,38,0.0
23,3,189013,9.0,10,4,0,3,4,0,0,0,37,38,0.0
32,3,190385,10.0,11,0,0,4,4,0,0,0,35,38,0.0
34,3,154874,10.0,11,2,11,0,4,1,0,0,40,38,0.0
62,3,175032,8.0,9,2,0,0,4,1,0,0,42,38,0.0
68,5,338432,8.0,9,2,4,0,4,1,0,0,50,38,0.0
64,3,30725,8.0,9,2,2,0,4,1,0,0,50,38,0.0
33,1,319280,9.0,10,4,12,1,4,1,0,0,40,38,0.0
64,3,280957,9.0,10,2,7,0,4,1,0,0,20,38,0.0
42,3,256813,9.0,10,4,3,1,4,1,0,0,40,38,1.0
60,3,276213,9.0,10,0,3,1,4,0,0,0,40,38,0.0
35,3,161496,9.0,10,0,11,1,4,1,0,0,50,38,0.0
33,3,399531,12.0,13,2,2,0,2,1,0,0,40,38,0.0
74,5,168951,8.0,9,2,4,0,4,1,0,0,14,38,0.0
38,5,108140,9.0,10,2,2,0,4,1,0,0,30,38,0.0
43,3,358677,10.0,11,0,2,1,2,1,0,0,40,38,0.0
36,1,127424,12.0,13,2,0,0,2,1,0,0,50,41,1.0
45,5,163559,12.0,13,2,3,5,1,0,0,0,48,41,0.0
45,5,390746,8.0,9,2,9,0,4,1,0,0,40,38,1.0
28,3,187981,8.0,9,2,6,0,4,1,0,0,40,38,0.0
48,3,187715,11.0,12,2,2,0,4,1,0,1848,46,38,1.0
25,3,192449,8.0,9,2,6,0,4,1,0,0,40,38,0.0
42,6,381581,8.0,9,0,0,1,4,1,0,0,40,38,0.0
22,6,211049,9.0,10,4,11,3,4,0,0,0,12,38,0.0
43,3,214242,8.0,9,2,6,0,4,1,0,0,40,30,0.0
35,3,190759,6.0,7,5,2,4,4,1,0,0,40,38,0.0
42,5,209301,8.0,9,2,2,0,4,1,0,0,50,38,0.0
56,5,118614,13.0,14,5,11,4,4,0,0,0,36,38,0.0
22,3,124971,12.0,13,4,3,1,4,1,0,0,30,38,0.0
29,3,198704,10.0,11,4,6,1,4,1,0,0,40,38,0.0
38,1,32587,12.0,13,2,3,0,0,1,0,0,50,38,1.0
51,1,227261,9.0,10,0,10,4,2,0,0,0,40,38,0.0
35,3,250988,12.0,13,2,11,0,4,1,0,0,40,38,1.0
42,6,147206,10.0,11,2,3,0,4,1,0,0,40,38,1.0
21,3,25265,9.0,10,4,7,3,4,1,0,0,18,38,0.0
54,1,188446,8.0,9,2,7,0,4,1,0,0,40,38,0.0
19,3,206017,9.0,10,4,0,3,4,0,0,0,15,38,0.0
36,1,287821,12.0,13,2,0,5,4,0,0,0,40,38,1.0
62,0,223163,9.0,10,4,9,1,4,1,0,0,40,38,1.0
52,3,38973,5.0,6,6,11,4,2,0,0,0,40,38,0.0
45,3,370274,7.0,8,2,2,0,4,1,0,0,40,38,0.0
64,3,271559,8.0,9,2,6,5,4,0,0,0,30,3,0.0
66,3,171331,9.0,10,2,13,0,2,1,0,0,40,38,1.0
53,3,201127,8.0,9,2,2,0,4,1,0,0,40,38,0.0
36,3,64874,13.0,14,2,9,0,4,1,0,0,60,38,1.0
37,3,202683,9.0,10,4,12,1,4,1,0,0,35,38,0.0
17,5,103851,6.0,7,4,9,3,4,0,0,0,4,38,0.0
34,3,196266,11.0,12,2,11,0,4,1,0,0,50,38,1.0
28,3,303601,7.0,8,2,6,0,4,1,0,0,40,38,0.0
23,3,43150,12.0,13,4,9,1,4,1,0,0,40,38,0.0
18,8,193889,9.0,10,4,14,3,4,0,0,0,20,41,0.0
28,3,177036,9.0,10,4,0,1,4,0,0,0,15,38,0.0
32,5,135304,8.0,9,2,2,0,4,1,3942,0,32,38,0.0
17,3,25982,7.0,8,4,7,3,4,0,0,0,30,38,0.0
51,6,103063,12.0,13,2,10,0,4,1,7298,0,40,38,1.0
41,3,328239,9.0,10,4,9,1,4,1,0,0,40,38,0.0
